title,price,area,property_url,page_number,property_index,scraped_at,posting_date_text,parsed_posting_date,is_premium,premium_type,premium_indicators,bathrooms,balcony,property_type,furnishing,floor_details,locality,society,status,facing,parking,ownership,transaction,overlooking,data_quality_score,validation_issues,is_valid
3 BHK Apartment for Sale in Golf Course Extension Road Gurgaon,2.25 Cr,1660 sqft,https://www.magicbricks.com/m3m-antalya-hills-phase-i-golf-course-extension-road-gurgaon-pdpid-4d4235333930323531,22,10,2025-08-12 19:21:40.866231,Updated 1 month ago,2025-07-13 19:21:40.864782,False,standard,[],3,3,3 BHK,Semi-Furnished,4 out of 4,,M3M Antalya Hills Phase I,,North - East,1 Covered,,Resale,Garden/Park,90.9,[],True
3 BHK Apartment for Sale in Sector 36A Gurgaon,5.40 Cr,2537 sqft,https://www.magicbricks.com/krisumi-waterfall-residences-sector-36a-gurgaon-pdpid-4d4235313234363539,22,11,2025-08-12 19:21:40.869155,Updated 1 month ago,2025-07-13 19:21:40.868125,False,standard,[],3,2,3 BHK,Semi-Furnished,12 out of 24,,Krisumi Waterfall Residences,Ready to Move,East,"1 Covered,",Freehold,Resale,Main Road,100.0,[],True
2 BHK Apartment for Sale in Sector 68 Gurgaon,1.40 Cr,1180 sqft,https://www.magicbricks.com/supertech-hues-sector-68-gurgaon-pdpid-4d4235303430323034,22,12,2025-08-12 19:21:40.871080,Updated 3 months ago,2025-05-14 19:21:40.870216,False,standard,[],2,4,2 BHK,Semi-Furnished,18 out of 24,,Supertech Hues,Ready to Move,,,Freehold,Resale,,86.4,[],True
2 BHK Apartment for Sale in Sihi Village Gurgaon,1.17 Cr,1350 sqft,https://www.magicbricks.com/antriksh-heights-sector-84-gurgaon-pdpid-4d4235303137393834,22,13,2025-08-12 19:21:40.873090,Updated 3 weeks ago,2025-07-22 19:21:40.872211,False,standard,[],2,3,2 BHK,Semi-Furnished,15 out of 19,,Antriksh Heights,Ready to Move,,,,Resale,,81.8,[],True
2 BHK Apartment for Sale in Sector 79 Gurgaon,1.60 Cr,1178 sqft,https://www.magicbricks.com/m3m-antalya-hills-phase-ii-sector-79-gurgaon-pdpid-4d4235333934313039,22,14,2025-08-12 19:21:40.875229,Updated 4 days ago,2025-08-08 19:21:40.874300,True,premium,['text_premium'],2,2,2 BHK,Semi-Furnished,2 out of 4,,M3M Antalya Hills Phase II,,,1 Covered,,Resale,Garden/Park,95.5,[],True
3 BHK Apartment for Sale in Sector 36 Sohna Gurgaon,1.35 Cr,1120 sqft,https://www.magicbricks.com/signature-global-park-4-and-5-sohna-sector-36-gurgaon-pdpid-4d4235323036343435,22,15,2025-08-12 19:21:40.877411,Updated yesterday,2025-08-11 12:00:00.000000,False,standard,[],2,4,3 BHK,Unfurnished,4 out of 4,,Signature Global Park 4 and 5,Ready to Move,North,,Power Of Attorney,Resale,Main Road,95.5,[],True
3 BHK Apartment for Sale in Sector 79 Gurgaon,2.50 Cr,2090 sqft,https://www.magicbricks.com/m3m-golf-hills-phase-1-sector-79-gurgaon-pdpid-4d4235343030303737,22,17,2025-08-12 19:21:40.880426,Updated yesterday,2025-08-11 12:00:00.000000,False,standard,[],3,4,3 BHK,Unfurnished,20 out of 30,,M3M Golf Hills Phase 1,Ready to Move,,,,Resale,,81.8,[],True
"2 BHK Apartment for Sale in Sector 37C, Delhi Gurgaon Expressway Gurgaon",1.40 Cr,1379 sqft,https://www.magicbricks.com/corona-optus-sector-37c-gurgaon-pdpid-4d4235303232393332,22,18,2025-08-12 19:21:40.882181,Updated 1 week ago,2025-08-05 19:21:40.881401,False,standard,[],2,3,2 BHK,Unfurnished,13 out of 14,,Corona Optus,Ready to Move,,,,Resale,,81.8,[],True
3 BHK Apartment for Sale in Sector 85 Gurgaon,1.55 Cr,1587 sqft,https://www.magicbricks.com/orris-aster-court-sector-85-gurgaon-pdpid-4d4235303139383930,22,19,2025-08-12 19:21:40.884161,Updated 3 months ago,2025-05-14 19:21:40.883209,False,standard,[],3,,3 BHK,Furnished,3 out of 12,,Orris Aster Court,Ready to Move,,,,Resale,,77.3,[],True
"2 BHK Apartment for Sale in Sector 37C, Delhi Gurgaon Expressway Gurgaon",60 Lac,810 sqft,https://www.magicbricks.com/the-trisara-apex-our-homes-sector-37c-gurgaon-pdpid-4d4235303239383330,22,20,2025-08-12 19:21:40.886022,Updated 5 days ago,2025-08-07 19:21:40.885180,False,standard,[],2,1,2 BHK,Unfurnished,2 out of 12,,The Trisara Apex Our Homes,Ready to Move,,,,Resale,,81.8,[],True
2 BHK Builder Floor for Sale in Sector 36 Sohna Gurgaon,95 Lac,1020 sqft,https://www.magicbricks.com/signature-global-park-4-and-5-sohna-sector-36-gurgaon-pdpid-4d4235323036343435,22,22,2025-08-12 19:21:40.889563,Updated 2 weeks ago,2025-07-29 19:21:40.888515,False,standard,[],2,3,2 BHK,Unfurnished,1 out of 4,,Signature Global Park 4 and 5,Ready to Move,North - East,,Freehold,Resale,"Pool, Garden/Park",95.5,[],True
Plot/Land for Sale in Sector 5 Sohna Gurgaon,1.34 Cr,1098 sqft,https://www.magicbricks.com/corona-greens-sohna-sector-5-gurgaon-pdpid-4d4235343235363933,22,23,2025-08-12 19:21:40.891181,Updated 6 days ago,2025-08-06 19:21:40.890505,False,standard,[],,,Plot,,,,Corona Greens,,,,,Resale,,59.1,[],True
3 BHK Builder Floor for Sale in Sector 88A Gurgaon,2.39 Cr,1400 sqft,https://www.magicbricks.com/rof-pravasa-sector-88a-gurgaon-pdpid-4d4235343330303431,22,24,2025-08-12 19:21:40.893403,Posted: 3 months ago,2025-05-14 19:21:40.892396,False,standard,[],3,2,3 BHK,Semi-Furnished,4 out of 4,,ROF Pravasa,,East,,Freehold,Resale,Main Road,90.9,[],True
3 BHK Apartment for Sale in Sector 53 Gurgaon,7 Cr,2500 sqft,https://www.magicbricks.com/vipul-belmonte-sector-53-gurgaon-pdpid-4d4235303030303132,22,25,2025-08-12 19:21:40.895421,Updated 1 month ago,2025-07-13 19:21:40.894514,False,standard,[],5,4,3 BHK,Semi-Furnished,8 out of 17,,Vipul Belmonte,Ready to Move,,,Freehold,Resale,Garden/Park,90.9,[],True
> 10 BHK Builder Floor for Sale in Galleria Market Area Gurgaon,5.75 Cr,5000 sqft,https://www.magicbricks.com/dlf-dlf-galleria-phase-4-dlf-gurgaon-pdpid-4d4235303239343432,22,26,2025-08-12 19:21:40.897436,Updated 1 month ago,2025-07-13 19:21:40.896538,False,standard,[],6,,10 BHK,Semi-Furnished,1 out of 3,,DLF Dlf Galleria,Ready to Move,East,"3 Covered,",,Resale,,86.4,[],True
5 BHK Apartment for Sale in Sector 89 Gurgaon,3.50 Cr,2000 sqft,https://www.magicbricks.com/tulip-infratech-ace-sector-89-gurgaon-pdpid-4d4235303137313634,22,27,2025-08-12 19:21:40.899647,Updated 2 weeks ago,2025-07-29 19:21:40.898612,False,standard,[],5,5,5 BHK,Semi-Furnished,9 out of 12,,Tulip Infratech Ace,Ready to Move,,"1 Covered,",Freehold,Resale,"Garden/Park, Pool",95.5,[],True
4 BHK Apartment for Sale in Phase 4 DLF Gurgaon,5.50 Cr,100 sqyrd,https://www.magicbricks.com/dlf-dlf-galleria-dlf-phase-4-gurgaon-pdpid-4d4235303239343432,22,29,2025-08-12 19:21:40.902944,Updated 1 week ago,2025-08-05 19:21:40.901900,True,premium,['text_premium'],4,4,4 BHK,Furnished,1 out of 4,,DLF Dlf Galleria,Ready to Move,North,"2 Covered,",Freehold,Resale,Main Road,109.1,[],True
2 BHK Apartment for Sale in Sector 1 Palam Vihar Gurgaon,60 Lac,1092 sqft,https://www.magicbricks.com/nhk-cghs-sector-1-gurgaon-pdpid-4d4235303734333130,22,30,2025-08-12 19:21:40.904794,Updated 4 days ago,2025-08-08 19:21:40.903995,False,standard,[],1,,2 BHK,Furnished,2 out of 9,,NHK Cghs,Ready to Move,,,,Resale,,77.3,[],True
2 BHK Apartment for Sale in Golf Course Extension Road Gurgaon,3.05 Cr,1516 sqft,https://www.magicbricks.com/m3m-heights-golf-course-extension-road-gurgaon-pdpid-4d4235303938383935,23,1,2025-08-12 19:21:47.937031,Posted: 3 months ago,2025-05-14 19:21:47.935441,False,standard,[],2,3,2 BHK,Semi-Furnished,29 out of 35,,M3M Heights,Ready to Move,North,,Freehold,Resale,Main Road,95.5,[],True
"2 BHK Apartment for Sale in Nirvana Country, Sector 50 Gurgaon",2.15 Cr,1070 sqft,https://www.magicbricks.com/unitech-fresco-nirvana-country-gurgaon-pdpid-4d4235303137303735,23,2,2025-08-12 19:21:47.940404,"Posted: May 26, '25",,False,standard,[],2,2,2 BHK,Semi-Furnished,19 out of 19,,Unitech Fresco,Ready to Move,,"1 Covered,",Freehold,Resale,"Garden/Park, Pool",90.9,[],True
3 BHK Apartment for Sale in Sector 66 Gurgaon,7.55 Cr,3200 sqft,https://www.magicbricks.com/smartworld-the-edition-sector-66-gurgaon-pdpid-4d4235343137383733,23,4,2025-08-12 19:21:47.946208,Posted: 3 months ago,2025-05-14 19:21:47.944978,False,standard,[],3,3,3 BHK,Furnished,21 out of 42,,Smartworld The Edition,,North - East,2 Covered,Freehold,Resale,Pool,95.5,[],True
3 BHK Apartment for Sale in Sector 111 Gurgaon,4.40 Cr,1786 sqft,https://www.magicbricks.com/puri-diplomatic-residences-sector-111-gurgaon-pdpid-4d4235343139333031,23,6,2025-08-12 19:21:47.949520,Updated 2 weeks ago,2025-07-29 19:21:47.948592,False,standard,[],3,3,3 BHK,Semi-Furnished,9 out of 32,,Puri Diplomatic Residences,,,,,Resale,,77.3,[],True
2 BHK Apartment for Sale in Sector 3 Gurgaon,1.55 Cr,1444 sqft,https://www.magicbricks.com/godrej-habitat-sector-3-gurgaon-pdpid-4d4235313232373033,23,7,2025-08-12 19:21:47.952409,Updated 2 weeks ago,2025-07-29 19:21:47.950921,False,standard,[],3,4,2 BHK,Semi-Furnished,9 out of 17,,Godrej Habitat,Ready to Move,,,,Resale,,81.8,[],True
3 BHK Builder Floor for Sale in Sector 61 Gurgaon,2.60 Cr,1595 sqft,https://www.magicbricks.com/smartworld-orchard-sector-61-gurgaon-pdpid-4d4235333234323439,23,9,2025-08-12 19:21:47.958908,Updated 1 month ago,2025-07-13 19:21:47.956744,False,standard,[],3,3,3 BHK,Semi-Furnished,2 out of 4,,Smartworld Orchard,Ready to Move,North - East,,Freehold,Resale,"Pool, Garden/Park, Main Road",95.5,[],True
3 BHK Apartment for Sale in Sector 113 Gurgaon,4.75 Cr,2342 sqft,https://www.magicbricks.com/m3m-mansion-sector-113-gurgaon-pdpid-4d4235343139383537,23,13,2025-08-12 19:21:47.965548,Updated 1 month ago,2025-07-13 19:21:47.964735,False,standard,[],3,,3 BHK,Furnished,19 out of 32,,M3M Mansion,,,,,Resale,,72.7,[],True
4 BHK Apartment for Sale in Sector 69 Gurgaon,6.50 Cr,3270 sqft,https://www.magicbricks.com/smartworld-sky-arc-sector-69-gurgaon-pdpid-4d4235343234333735,23,14,2025-08-12 19:21:47.968969,Updated 1 month ago,2025-07-13 19:21:47.967405,False,standard,[],4,,4 BHK,Semi-Furnished,6 out of 40,,Smartworld Sky ARC,,,,,Resale,,72.7,[],True
2 BHK Apartment for Sale in Sector 33 Gurgaon,78 Lac,1095 sqft,https://www.magicbricks.com/the-residences-sector-33-gurgaon-pdpid-4d4235323835363739,23,15,2025-08-12 19:21:47.973740,Updated 1 month ago,2025-07-13 19:21:47.971387,False,standard,[],2,2,2 BHK,Unfurnished,8 out of 12,,The Residences,Ready to Move,East,,Freehold,Resale,Garden/Park,95.5,[],True
1 BHK Apartment for Sale in Sohna Gurgaon,35 Lac,399 sqft,https://www.magicbricks.com/breez-global-heights-sohna-gurgaon-pdpid-4d4235303739303737,23,16,2025-08-12 19:21:47.978507,Updated 3 months ago,2025-05-14 19:21:47.976281,False,standard,[],1,2,1 BHK,Unfurnished,5 out of 10,,Breez Global Heights,Ready to Move,North - East,,Freehold,Resale,"Garden/Park, Main Road",95.5,[],True
2 BHK Apartment for Sale in Sector 56 Gurgaon,1.85 Cr,1500 sqft,https://www.magicbricks.com/cpwd-priyadarshini-apartment-sector-56-gurgaon-pdpid-4d4235303737313632,23,17,2025-08-12 19:21:47.980817,"Posted: May 17, '25",,False,standard,[],2,2,2 BHK,Semi-Furnished,3 out of 3,,CPWD Priyadarshini Apartment,Ready to Move,West,,Freehold,Resale,"Main Road, Garden/Park",90.9,[],True
2 BHK Apartment for Sale in Sector 99 Gurgaon,1.40 Cr,1365 sqft,https://www.magicbricks.com/assotech-blith-sector-99-gurgaon-pdpid-4d4235303233353637,23,19,2025-08-12 19:21:47.983948,"Posted: May 26, '25",,False,standard,[],2,,2 BHK,Semi-Furnished,18 out of 21,,Assotech Blith,Ready to Move,,,,Resale,,72.7,[],True
"2 BHK Apartment for Sale in Sector 37C, Delhi Gurgaon Expressway Gurgaon",87 Lac,913 sqft,https://www.magicbricks.com/imperia-esfera-sector-37c-gurgaon-pdpid-4d4235303231373335,23,20,2025-08-12 19:21:47.986407,Updated 3 months ago,2025-05-14 19:21:47.985341,True,luxury,['text_luxury'],3,4,2 BHK,Semi-Furnished,3 out of 23,,Imperia Esfera,Ready to Move,North - East,"2 Covered,",Freehold,Resale,"Garden/Park, Pool, Main Road",109.1,[],True
3 BHK Apartment for Sale in Sector 92 Gurgaon,1.25 Cr,1565 sqft,https://www.magicbricks.com/ansal-heights-sector-92-gurgaon-pdpid-4d4235303031323031,23,21,2025-08-12 19:21:47.988304,Updated yesterday,2025-08-11 12:00:00.000000,False,standard,[],2,,3 BHK,Semi-Furnished,9 out of 13,,Ansal Heights,Ready to Move,,,,Resale,,77.3,[],True
2 BHK Builder Floor for Sale in Sector 79 Gurgaon,1.10 Cr,886 sqft,https://www.magicbricks.com/signature-global-city-79b-1-sector-79-gurgaon-pdpid-4d4235333933393139,23,23,2025-08-12 19:21:47.991345,Updated 1 month ago,2025-07-13 19:21:47.990470,False,standard,[],2,,2 BHK,Furnished,2 out of 4,,Signature Global City 79B 1,Ready to Move,,,,Resale,,77.3,[],True
2 BHK Apartment for Sale in Sector 92 Gurgaon,1.15 Cr,1010 sqft,https://www.magicbricks.com/signature-global-city-92-sector-92-gurgaon-pdpid-4d4235333132373533,23,29,2025-08-12 19:21:47.998741,Updated 3 weeks ago,2025-07-22 19:21:47.997753,False,standard,[],2,2,2 BHK,Unfurnished,3 out of 4,,Signature Global City 92,,,,,Resale,"Garden/Park, Pool, Main Road",81.8,[],True
"2 BHK Apartment for Sale in Sector 77, Delhi Gurgaon Expressway Gurgaon",1.48 Cr,1342 sqft,https://www.magicbricks.com/umang-winter-hills-sector-77-gurgaon-pdpid-4d4235303137313339,24,3,2025-08-12 19:21:54.294587,Updated 1 week ago,2025-08-05 19:21:54.293602,False,standard,[],2,2,2 BHK,Furnished,16 out of 18,,Umang Winter Hills,Ready to Move,North - West,,Freehold,Resale,"Pool, Garden/Park, Main Road",95.5,[],True
2 BHK Apartment for Sale in Sector 35 Sohna Gurgaon,1.50 Cr,1350 sqft,https://www.magicbricks.com/group-silverglades-the-melia-sohna-sector-35-gurgaon-pdpid-4d4235303432313935,24,5,2025-08-12 19:21:54.297272,Updated 1 month ago,2025-07-13 19:21:54.296425,False,standard,[],2,2,2 BHK,Unfurnished,3 out of 15,,Group Silverglades The Melia,,,,,Resale,,77.3,[],True
2 BHK Apartment for Sale in Sector 36A Gurgaon,1.01 Cr,606 sqft,https://www.magicbricks.com/avl-36-gurgaon-sector-36a-gurgaon-pdpid-4d4235313130303435,24,6,2025-08-12 19:21:54.299467,Updated 3 weeks ago,2025-07-22 19:21:54.298500,False,standard,[],2,2,2 BHK,Semi-Furnished,7 out of 10,,AVL 36 Gurgaon,Ready to Move,South,1 Open,Freehold,Resale,,95.5,[],True
4 BHK Apartment for Sale in Sector 66 Gurgaon,4.20 Cr,2100 sqft,https://www.magicbricks.com/emaar-the-palm-drive-sector-66-gurgaon-pdpid-4d4235303232343832,24,8,2025-08-12 19:21:54.302211,Updated 4 weeks ago,2025-07-15 19:21:54.301413,False,standard,[],5,,4 BHK,Semi-Furnished,2 out of 4,,Emaar The Palm Drive,Ready to Move,,,,Resale,,77.3,[],True
3 BHK Apartment for Sale in New Colony Sector 7 Gurgaon,70 Lac,1020 sqft,https://www.magicbricks.com/ds-residency-new-colony-sector-7-gurgaon-pdpid-4d4235303739333738,24,10,2025-08-12 19:21:54.305612,Updated 2 weeks ago,2025-07-29 19:21:54.304461,False,standard,[],2,1,3 BHK,Furnished,3 out of 3,,DS Residency,Ready to Move,,1 Covered,Freehold,Resale,"Garden/Park, Main Road",95.5,[],True
3 BHK Apartment for Sale in Sector 95 Gurgaon,66 Lac,641 sqft,https://www.magicbricks.com/rof-ananda-sector-95-gurgaon-pdpid-4d4235303936373533,24,11,2025-08-12 19:21:54.307726,Updated 1 week ago,2025-08-05 19:21:54.306815,False,standard,[],2,2,3 BHK,Semi-Furnished,14 out of 15,,Rof Ananda,Ready to Move,East,,Freehold,Resale,Main Road,95.5,[],True
2 BHK Apartment for Sale in Sector 67A Gurgaon,85 Lac,667 sqft,https://www.magicbricks.com/pyramid-urban67a-sector-67a-gurgaon-pdpid-4d4235313130313731,24,14,2025-08-12 19:21:54.311679,Posted: 3 months ago,2025-05-14 19:21:54.310716,False,standard,[],2,2,2 BHK,Furnished,9 out of 14,,Pyramid Urban67A,Ready to Move,East,,Freehold,Resale,Main Road,95.5,[],True
3 BHK Apartment for Sale in Sector 102 Gurgaon,2.85 Cr,1852 sqft,,24,15,2025-08-12 19:21:54.313861,Updated 3 months ago,2025-05-14 19:21:54.312855,True,luxury,['text_luxury'],3,3,3 BHK,Semi-Furnished,13 out of 14,,,,East,1 Open,Freehold,Resale,,90.9,['Missing property URL'],False
3 BHK Apartment for Sale in Sector 79 Gurgaon,1.70 Cr,1556 sqft,https://www.magicbricks.com/signature-global-city-79b-1-sector-79-gurgaon-pdpid-4d4235333933393139,24,17,2025-08-12 19:21:54.316666,Updated 1 month ago,2025-07-13 19:21:54.315887,False,standard,[],3,,3 BHK,Semi-Furnished,3 out of 4,,Signature Global City 79B 1,,,,,Resale,,72.7,[],True
3 BHK Apartment for Sale in Sector 67 Gurgaon,1.15 Cr,1150 sqft,https://www.magicbricks.com/ansal-api-esencia-sector-67-gurgaon-pdpid-4d4235303136353038,24,20,2025-08-12 19:21:54.320696,Updated 2 weeks ago,2025-07-29 19:21:54.319791,False,standard,[],2,1,3 BHK,Semi-Furnished,1 out of 4,,Ansal API Esencia,Ready to Move,,,Freehold,Resale,,86.4,[],True
Plot/Land for Sale in Sohna Gurgaon,1.24 Cr,1116 sqft,https://www.magicbricks.com/raheja-ddjy-plots-sohna-gurgaon-pdpid-4d4235313836303539,24,22,2025-08-12 19:21:54.323206,Updated 3 weeks ago,2025-07-22 19:21:54.322575,False,standard,[],,,Plot,,,,Raheja DDJY Plots,,,,Freehold,Resale,Main Road,68.2,[],True
3 BHK Apartment for Sale in Sector 61 Gurgaon,2.57 Cr,960 sqft,https://www.magicbricks.com/smartworld-orchard-sector-61-gurgaon-pdpid-4d4235333234323439,24,23,2025-08-12 19:21:54.325371,Updated 6 days ago,2025-08-06 19:21:54.324421,False,standard,[],3,3,3 BHK,Semi-Furnished,2 out of 4,,Smartworld Orchard,Ready to Move,North - East,1 Covered,Freehold,Resale,"Garden/Park, Pool",100.0,[],True
3 BHK Apartment for Sale in Sector 71 Gurgaon,2 Cr,2350 sqft,https://www.magicbricks.com/unitech-exquisite-sector-71-gurgaon-pdpid-4d4235303137303530,24,24,2025-08-12 19:21:54.326924,"Posted: Jun 01, '25",,False,standard,[],3,,3 BHK,Unfurnished,6 out of 13,,Unitech Exquisite,,,,,Resale,,68.2,[],True
Plot/Land for Sale in Sector 4 Sohna Gurgaon,17 Lac,900 sqft,https://www.magicbricks.com/vk-sohna-greens-sohna-sector-4-gurgaon-pdpid-4d4235343033353533,24,25,2025-08-12 19:21:54.328808,Updated 5 days ago,2025-08-07 19:21:54.327974,False,standard,[],,,Plot,,,,VK Sohna Greens,,33 m,,Freehold,Resale,,68.2,[],True
1 BHK Apartment for Sale in Sector 104 Gurgaon,38 Lac,523 sqft,https://www.magicbricks.com/perfect-buildwell-zara-aavaas-sector-104-gurgaon-pdpid-4d4235303738333734,24,27,2025-08-12 19:21:54.332010,Updated 5 days ago,2025-08-07 19:21:54.331104,False,standard,[],1,2,1 BHK,Semi-Furnished,3 out of 3,,Perfect Buildwell Zara Aavaas,Ready to Move,North,,,Resale,Garden/Park,90.9,[],True
2 BHK Apartment for Sale in Sector 83 Gurgaon,1.75 Cr,1435 sqft,https://www.magicbricks.com/vatika-gurgaon-21-sector-83-gurgaon-pdpid-4d4235303030303339,24,28,2025-08-12 19:21:54.333786,Updated 1 month ago,2025-07-13 19:21:54.332964,False,standard,[],2,,2 BHK,Semi-Furnished,14 out of 18,,Vatika Gurgaon 21,Ready to Move,,,,Resale,,77.3,[],True
3 BHK Builder Floor for Sale in Sector 51 Gurgaon,2.10 Cr,1350 sqft,https://www.magicbricks.com/orchid-island-sector-51-gurgaon-pdpid-4d4235303030353739,25,1,2025-08-12 19:22:01.474682,Updated 1 week ago,2025-08-05 19:22:01.473714,False,standard,[],3,2,3 BHK,Semi-Furnished,2 out of 3,,Orchid Island,Ready to Move,South -West,"1 Covered,",Freehold,Resale,"Garden/Park, Main Road",100.0,[],True
2 BHK Apartment for Sale in Sector 89 Gurgaon,55 Lac,523 sqft,https://www.magicbricks.com/breez-global-heights-89-sector-89-gurgaon-pdpid-4d4235333335343231,25,2,2025-08-12 19:22:01.476404,"Posted: May 28, '25",,False,standard,[],2,1,2 BHK,Unfurnished,3 out of 19,,Breez Global Heights 89,,West,,,Resale,,77.3,[],True
3 BHK Apartment for Sale in Sector 93 Gurgaon,2.50 Cr,1615 sqft,https://www.magicbricks.com/independent-floors-at-dlf-gardencity-enclave-sector-93-gurgaon-pdpid-4d4235333332333035,25,3,2025-08-12 19:22:01.478459,Updated 4 weeks ago,2025-07-15 19:22:01.477638,False,standard,[],3,3,3 BHK,Semi-Furnished,"Super Area1615 sqftUnder ConstructionPoss. by Sep '25Floor2 out of 4TransactionResaleFurnishingSemi-FurnishedoverlookingGarden/Park, Pool, Main RoadSocietyIndependent Floors at DLF Gardencity EnclaveBathroom3Balcony3",,Independent Floors at DLF Gardencity Enclave,,,,,Resale,"Garden/Park, Pool, Main Road",81.8,[],True
2 BHK Apartment for Sale in Sector 112 Gurgaon,2.20 Cr,73 sqm,https://www.magicbricks.com/emaar-the-88-sector-112-gurgaon-pdpid-4d4235343234373037,25,4,2025-08-12 19:22:01.480292,Updated 3 weeks ago,2025-07-22 19:22:01.479479,False,standard,[],2,3,2 BHK,Semi-Furnished,8 out of 11,,Emaar The 88,,Read more,,,Resale,Main Road,86.4,[],True
4 BHK Apartment for Sale in Dwarka Expressway Gurgaon,12 Cr,5400 sqft,https://www.magicbricks.com/elan-the-presidential-dwarka-expressway-gurgaon-pdpid-4d4235333737333031,25,6,2025-08-12 19:22:01.483172,Posted: 3 months ago,2025-05-14 19:22:01.482236,False,standard,[],4,3,4 BHK,Semi-Furnished,2 out of 43,,Elan The Presidential,Ready to Move,East,"1 Covered,",Freehold,Resale,"Garden/Park, Pool, Main Road",100.0,[],True
2 BHK Builder Floor for Sale in Sector 6 Sohna Gurgaon,50 Lac,560 sqft,https://www.magicbricks.com/trisara-our-homes-3-sohna-sector-6-gurgaon-pdpid-4d4235303932333434,25,7,2025-08-12 19:22:01.485186,Updated 3 weeks ago,2025-07-22 19:22:01.484312,False,standard,[],2,1,2 BHK,Unfurnished,3 out of 4,,Trisara Our Homes 3,Ready to Move,East,,,Resale,Garden/Park,90.9,[],True
3 BHK Apartment for Sale in Sector 62 Gurgaon,4.15 Cr,1260 sqft,https://www.magicbricks.com/emaar-urban-oasis-sector-62-gurgaon-pdpid-4d4235343134393139,25,8,2025-08-12 19:22:01.487333,Updated 1 week ago,2025-08-05 19:22:01.486447,False,standard,[],3,3,3 BHK,Furnished,20 out of 26,,Emaar Urban Oasis,,East,,Freehold,Resale,Pool,90.9,[],True
3 BHK Apartment for Sale in Sector 63A Gurgaon,2.06 Cr,2017 sqft,https://www.magicbricks.com/anant-raj-estate-sector-63a-gurgaon-pdpid-4d4235303233383439,25,9,2025-08-12 19:22:01.489109,Updated 3 weeks ago,2025-07-22 19:22:01.488317,False,standard,[],2,3,3 BHK,Semi-Furnished,2 out of 3,,Anant Raj Estate,Ready to Move,,,,Resale,,81.8,[],True
4 BHK Apartment for Sale in Sector 107 Gurgaon,2.40 Cr,2361 sqft,https://www.magicbricks.com/m3m-woodshire-sector-107-gurgaon-pdpid-4d4235303130323033,25,13,2025-08-12 19:22:01.493683,Updated 1 month ago,2025-07-13 19:22:01.492703,False,standard,[],4,4,4 BHK,Semi-Furnished,12 out of 15,,M3M Woodshire,Ready to Move,East,,Freehold,Resale,"Garden/Park, Pool",95.5,[],True
2 BHK Apartment for Sale in Badha Gurgaon,82 Lac,603 sqft,https://www.magicbricks.com/pyramid-urban-homes-2-badha-gurgaon-pdpid-4d4235303833343238,25,14,2025-08-12 19:22:01.495561,Updated 1 month ago,2025-07-13 19:22:01.494711,False,standard,[],2,1,2 BHK,Furnished,11 out of 14,,Pyramid Urban Homes 2,Ready to Move,,,Freehold,Resale,Main Road,90.9,[],True
2 BHK Apartment for Sale in Sector 86 Gurgaon,1 Cr,1360 sqft,https://www.magicbricks.com/ansal-height-86-sector-86-gurgaon-pdpid-4d4235303233373833,25,16,2025-08-12 19:22:01.498274,Updated 1 month ago,2025-07-13 19:22:01.497439,False,standard,[],2,1,2 BHK,Unfurnished,1 out of 11,,Ansal Height 86,Ready to Move,,,Freehold,Resale,"Garden/Park, Main Road",90.9,[],True
4 BHK Apartment for Sale in Sector 89 Gurgaon,5.42 Cr,3221 sqft,https://www.magicbricks.com/godrej-zenith-sector-89-gurgaon-pdpid-4d4235343139383731,25,17,2025-08-12 19:22:01.499937,Posted: 3 months ago,2025-05-14 19:22:01.499198,False,standard,[],5,2,4 BHK,Semi-Furnished,11 out of 35,,GODREJ ZENITH,,,2 Covered,,Resale,"Garden/Park, Pool, Main Road",86.4,[],True
3 BHK Apartment for Sale in Sector 69 Gurgaon,1.75 Cr,1050 sqft,https://www.magicbricks.com/tulip-white-sector-69-gurgaon-pdpid-4d4235303030313130,25,18,2025-08-12 19:22:01.501947,Updated 4 weeks ago,2025-07-15 19:22:01.501109,False,standard,[],2,3,3 BHK,Semi-Furnished,10 out of 12,,Tulip White,Ready to Move,,,Freehold,Resale,,86.4,[],True
"3 BHK Apartment for Sale in Nirvana Country, Sector 50 Gurgaon",3 Cr,1877 sqft,https://www.magicbricks.com/unitech-fresco-nirvana-country-gurgaon-pdpid-4d4235303137303735,25,19,2025-08-12 19:22:01.503903,Updated 1 week ago,2025-08-05 19:22:01.503012,False,standard,[],4,,3 BHK,Semi-Furnished,8 out of 19,,Unitech Fresco,Ready to Move,,,,Resale,,77.3,[],True
2 BHK Apartment for Sale in Sohna Gurgaon,52 Lac,609 sqft,https://www.magicbricks.com/breez-global-heights-sohna-gurgaon-pdpid-4d4235303739303737,25,20,2025-08-12 19:22:01.507280,Updated 4 weeks ago,2025-07-15 19:22:01.505682,False,standard,[],2,,2 BHK,Unfurnished,2 out of 10,,Breez Global Heights,Ready to Move,,,Freehold,Resale,"Garden/Park, Main Road",86.4,[],True
